act_tag,pay_tag,type,dis_type1,dis_type2,users,target_sum,target_count
20250223-20250226-4,小R,直购礼包礼包聚合1,4.99-32珍珠,,2,135.4652,4
20241227-20241230-4,大R,直购礼包礼包聚合1,0.99-4珍珠,,2,25.008960000000002,3
20241111-20241114-4,小R,直购礼包礼包聚合1,0.99-4珍珠,,1,8.33632,1
20241223-20241226-4,中R,直购礼包礼包聚合2,中R,,25,10920.527098000002,60
20241128-20241201-4,大R,直购礼包礼包聚合1,660网页充值,,3,2336.25368,4
20241102-20241105-4,中R,直购礼包礼包聚合1,4网页充值,,1,7.919504,1
20241111-20241114-4,大R,直购礼包礼包聚合1,1320网页充值,,2,2336.25368,2
20250223-20250226-4,中R,直购礼包礼包聚合1,60网页充值,,2,178.18884,3
20250223-20250226-4,小R,直购礼包礼包聚合1,320网页充值,,1,593.9628,2
20241207-20241210-4,非R,直购礼包礼包聚合1,9.99-60珍珠,,1,62.5224,1
20241207-20241210-4,大R,直购礼包礼包聚合2,大R,,15,28713.933219999984,55
20250319-20250322-4,大R,直购礼包礼包聚合1,120网页充值,,1,356.37768,3
20241223-20241226-4,超R,直购礼包礼包聚合1,660网页充值,,1,1168.12684,2
