month,channel,item_id,item_name,item_add,core_cost,item_cost,item_price
2024-04-01,800301,1-1585,春日券,1,16.08,,200.0
2024-04-01,800301,1-1619,情人节游戏币,621,4482.719999999999,593,800.0
2024-04-01,800301,1-2304,自选装备（紫+）,1,13.11,,750.0
2024-04-01,800301,1-16029,情人节纪念（索尔）,1,69.63,,6400.0
2024-04-01,800301,1-1304,24小时历练值,44,216.02000000000004,16,480.0
2024-04-01,800301,1-12033,红炎龙,7,4548.639999999999,6,80000.0
2024-04-01,800301,1-1610,魔力碎片,19615,968.49,12000,10.0
2024-04-01,800301,1-8001,四元素羽毛宝箱,4840,1752.2600000000002,4480,40.0
2024-04-01,800301,1-2588,宝箱囤货奖励自选包A,800,2027.6800000000003,600,200.0
2024-04-01,800301,1-1525,招募应援券,64,1452.8300000000002,79,1500.0
2024-04-01,800301,1-2565,星辉自选包2,91,202.46,90,240.0
2024-04-01,800301,1-9137,守护活力包|,49,0.0,49,0.0
2024-04-01,800301,1-11071,育成心得,3270465,27063.2,3961690,1.0
2024-04-01,800301,1-2503,资源自选包1,253,995.6999999999999,212,500.0
2024-04-01,800301,1-4000,誓约之戒,1,283.7,1,12800.0
2024-04-01,800301,1-2506,资源自选包4,422,2472.51,155,500.0
2024-04-01,800301,1-1301,1小时历练值,483,151.52,199,20.0
2024-04-01,800301,1-1515,天命圣水,11239650,28815.209999999992,4315560,0.3
2024-04-01,800301,1-1518,大地之羽,1083,422.4800000000001,80,40.0
2024-04-01,800301,1-1201,1小时塔拉币,19833,976.5400000000001,24034,5.0
2024-04-01,800301,1-2584,资源自选包A,1145,6118.86,796,500.0
2024-04-01,800301,1-1129,风元素宝石,10178,12082.29,10110,100.0
2024-04-01,800301,1-9130,连连看补给包I,8,38.14,8,500.0
2024-04-01,800301,1-1122,猎龙精魄,130776,2814.64,131116,2.4
2024-04-01,800301,1-1559,龙的心脏,286,2150.9500000000003,265,1000.0
2024-04-01,800301,1-1582,相思豆,20,18.6,26,20.0
2024-04-01,800301,1-2567,相遇招募自选包2,48,2522.6299999999997,42,1000.0
2024-04-01,800301,1-1561,闪亮之星祈愿券,13,0.0,64,300.0
2024-04-01,800301,1-16017,情人节纪念（本多忠胜）,10,1482.4899999999998,,6400.0
2024-04-01,800301,1-2568,初级笔记自选包2,90,1737.9900000000002,52,1200.0
2024-04-01,800301,1-9131,连连看补给包II,1,14.68,1,1460.0
2024-04-01,800301,1-1123,猎龙精魂,177153,4293.38,173992,2.8
2024-04-01,800301,1-2586,资源自选包C,296,1548.9299999999998,53,500.0
2024-04-01,800301,1-1509,天命祈愿券,2326,10197.029999999999,1859,300.0
2024-04-01,800301,1-1132,初级挑战券,605,633.9899999999999,241,100.0
2024-04-01,800301,1-1516,天命宝珠,1794755,13239.540000000003,875000,1.0
2024-04-01,800301,1-1126,地元素宝石,6034,1492.1,4985,100.0
2024-04-01,800301,1-1543,天命乐章,903340,5093.369999999999,,0.5
2024-04-01,800301,1-2510,专属装备养成自选包,78,133.24,129,500.0
2024-04-01,800301,1-1131,暗元素宝石,57,123.96,,100.0
2024-04-01,800301,1-1574,龙血精华,6,8.8,3,450.0
