month,channel,item_id,item_name,item_add,core_cost,item_cost,item_price
2024-06-01,800301,1-1509,天命祈愿券,1164,7146.489999999999,1324,300.0
2024-06-01,800301,1-2566,月光自选包2,30,133.42,29,500.0
2024-06-01,800301,1-1139,占卜卡,941,2826.9300000000003,935,500.0
2024-06-01,800301,1-2507,资源自选包,295,603.09,449,550.0
2024-06-01,800301,1-1148,星霜结晶,4525300,0.0,1466920,0.0
2024-06-01,800301,1-2584,资源自选包A,790,3752.47,463,500.0
2024-06-01,800301,1-1614,欧美UR心愿祈愿券,3589,11055.719999999998,3956,300.0
2024-06-01,800301,1-2590,原火UR碎片自选包,350,2050.3100000000004,440,200.0
2024-06-01,800301,1-2503,资源自选包1,275,972.57,138,500.0
2024-06-01,800301,1-2501,元素宝石自选包,12327,10924.330000000002,12385,100.0
2024-06-01,800301,1-1127,水元素宝石,673,195.17000000000004,540,100.0
2024-06-01,800301,1-1615,欧美UR闪亮之星祈愿券,2524,12002.34,2993,300.0
2024-06-01,800301,1-1527,光暗招募应援券,215,8450.369999999999,163,2500.0
2024-06-01,800301,1-1132,初级挑战券,610,587.29,215,100.0
2024-06-01,800301,1-1303,6小时历练值,1958,1956.84,1940,120.0
2024-06-01,800301,1-1118,星芒结晶,71,1868.5300000000002,50,2000.0
2024-06-01,800301,1-1129,风元素宝石,6420,3467.689999999999,6175,100.0
2024-06-01,800301,1-1125,高级强化石,14365,7766.580000000001,14058,60.0
2024-06-01,800301,1-1557,圣露,120,360.84000000000003,117,300.0
2024-06-01,800301,1-1609,魔力晶石,346515,3059.71,243800,1.0
2024-06-01,800301,1-1126,地元素宝石,966,596.21,985,100.0
2024-06-01,800301,1-1203,6小时塔拉币,1462,469.7800000000001,1535,30.0
2024-06-01,800301,1-1521,飓风之羽,985,245.91999999999996,1310,40.0
2024-06-01,800301,1-1603,极意竞技入场卷,496,425.96000000000004,165,100.0
2024-06-01,800301,1-1600,无念之书,1114,666.63,586,50.0
2024-06-01,800301,1-2538,光暗羽毛自选包2,200,2894.98,200,200.0
2024-06-01,800301,1-1610,魔力碎片,20568,1744.9600000000003,21000,10.0
2024-06-01,800301,1-1137,初级才能符文,33194,8953.820000000002,6652,20.0
2024-06-01,800301,1-2535,装备材料自选包,786,3890.7699999999995,469,500.0
2024-06-01,800301,1-1401,1小时潜力水晶,93963,4958.659999999999,53952,30.0
2024-06-01,800301,1-1533,娃娃机游戏币,716,959.0,708,140.201
2024-06-01,800301,1-2301,红装备自选,22,20356.929999999997,28,25000.0
2024-06-01,800301,1-1534,骰子,1073,1358.8300000000002,1036,115.19
2024-06-01,800301,1-1510,使魔零食,4627625,9834.05,2274246,0.3
2024-06-01,800301,1-1559,龙的心脏,185,1833.97,105,1000.0
2024-06-01,800301,1-2569,高级笔记自选包2,37,452.99,37,1200.0
2024-06-01,800301,1-8001,四元素羽毛宝箱,3680,1030.6,4070,40.0
2024-06-01,800301,1-1516,天命宝珠,1743780,14149.860000000002,1803250,1.0
2024-06-01,800301,1-1535,万能骰子,97,97.32000000000001,90,115.19
2024-06-01,800301,1-9122,航海补给包I,10,31.92,10,500.0
2024-06-01,800301,1-9168,王者决胜战礼包III,1,38.61,1,3000.0
2024-06-01,800301,1-1518,大地之羽,1046,253.30999999999997,75,40.0
2024-06-01,800301,1-1551,金钥匙,8,271.65999999999997,8,3000.0
2024-06-01,800301,1-1131,暗元素宝石,1917,5832.029999999999,1600,100.0
2024-06-01,800301,1-2568,初级笔记自选包2,93,3617.93,101,1200.0
2024-06-01,800301,1-12033,红炎龙,4,395.26,4,80000.0
2024-06-01,800301,1-1403,6小时潜力水晶,3532,4325.96,3119,180.0
2024-06-01,800301,1-11071,育成心得,3307241,23562.79,2495120,1.0
2024-06-01,800301,1-12021,地龙,31,2129.19,30,10000.0
2024-06-01,800301,1-1302,2小时历练值,936,442.21000000000015,2298,40.0
2024-06-01,800301,1-2576,振金装备自选包,10,284.18,11,7500.0
2024-06-01,800301,1-12024,风龙,19,663.24,19,10000.0
2024-06-01,800301,1-1556,美味便当,104,788.29,104,560.0
2024-06-01,800301,1-11061,岩之种,80,100.68,,200.0
2024-06-01,800301,1-1511,龙眼石,694428,4768.07,500000,1.0
2024-06-01,800301,1-1124,普通强化石,38657,9292.6,33545,20.0
2024-06-01,800301,1-2565,星辉自选包2,97,540.6800000000001,103,240.0
2024-06-01,800301,1-1512,锦标赛挑战券,27,12.510000000000002,27,86.0
2024-06-01,800301,1-2506,资源自选包4,61,319.36999999999995,165,500.0
2024-06-01,800301,1-11064,岚之种,80,45.0,,200.0
2024-06-01,800301,1-2586,资源自选包C,512,1060.36,108,500.0
2024-06-01,800301,1-1113,招募券,7066,32744.190000000002,7567,270.0
2024-06-01,800301,1-11051,龙颈之玉,2106,1754.82,1924,100.0
2024-06-01,800301,1-2585,资源自选包B,425,2484.5300000000007,40,500.0
2024-06-01,800301,1-1123,猎龙精魂,125514,1853.5999999999997,127104,2.8
2024-06-01,800301,1-2505,资源自选包3,1452,4576.54,1038,500.0
2024-06-01,800301,1-9137,守护活力包|,49,0.0,49,0.0
2024-06-01,800301,1-2530,资源自选包6,271,1936.85,136,500.0
2024-06-01,800301,1-2002,光暗SSR猎人自选包,1,187.83,1,20000.0
2024-06-01,800301,1-9166,王者决胜战礼包I,3,177.4,3,1500.0
2024-06-01,800301,1-1553,洛阳铲,2718,3693.8599999999997,2288,180.0
2024-06-01,800301,1-1526,契约卡片,678,1780.0,440,250.0
2024-06-01,800301,1-9123,航海补给包II,1,21.75,1,1460.0
2024-06-01,800301,1-1504,圣能结晶,18616928,164671.51999999996,12531240,1.0
2024-06-01,800301,1-1133,高级挑战券,87,48.38,33,100.0
2024-06-01,800301,1-1111,潜力水晶,44521782,143786.26,19797430,0.8
2024-06-01,800301,1-11081,金色朝露,668352,23275.739999999998,535130,5.0
2024-06-01,800301,1-9130,连连看补给包I,9,78.0,9,500.0
2024-06-01,800301,1-1584,王者之锤,960,2199.89,553,150.0
2024-06-01,800301,1-2302,自选装备（橙+）,2,267.32,2,1950.0
2024-06-01,800301,1-9139,守护活力包|||,6,123.54,6,1000.0
2024-06-01,800301,1-9118,射箭补给包I,7,22.010000000000005,7,500.0
2024-06-01,800301,1-2101,红色武器自选包,3,160.46999999999997,6,25000.0
2024-06-01,800301,1-1601,忘我之书,544,517.61,365,100.0
2024-06-01,800301,1-1545,绯红精铁,88008,33921.33,57850,50.0
2024-06-01,800301,1-1543,天命乐章,1324706,7649.050000000001,772900,0.5
2024-06-01,800301,1-2102,红色衣服自选包,2,58.82,4,25000.0
2024-06-01,800301,1-1572,大地之核,257,53.23,253,30.0
2024-06-01,800301,1-2103,红色饰品自选包,2,549.54,2,25000.0
2024-06-01,800301,1-12034,凤羽龙,2,265.51,2,80000.0
2024-06-01,800301,1-1117,扭蛋币,5242,16142.100000000002,4216,300.0
2024-06-01,800301,1-1525,招募应援券,175,2046.37,131,1500.0
2024-06-01,800301,1-1204,24小时塔拉币,4892,5618.04,4350,120.0
2024-06-01,800301,1-2532,四元素巨龙自选包,3,13595.710000000001,2,80000.0
2024-06-01,800301,1-1519,海洋之羽,1014,274.86,680,40.0
2024-06-01,800301,1-9140,守护活力包|V,6,247.1,6,2000.0
2024-06-01,800301,1-2542,初级手册自选包,1,37.79,1,10000.0
2024-06-01,800301,1-1544,英雄之证,2762,11827.75,2126,500.0
2024-06-01,800301,1-12014,双足飞龙-风,7,14.22,6,2000.0
2024-06-01,800301,1-1136,精星沙,702,1599.17,569,150.0
2024-06-01,800301,1-1404,24小时潜力水晶,434,4296.58,347,720.0
2024-06-01,800301,1-2304,自选装备（紫+）,1,30.78,1,750.0
2024-06-01,800301,1-2563,巨龙养成自选包,180,706.1800000000001,190,500.0
2024-06-01,800301,1-2104,红色鞋子自选包,2,136.10999999999999,2,25000.0
2024-06-01,800301,1-1116,高级精钢,10552,15240.640000000007,9926,150.0
2024-06-01,800301,1-2504,资源自选包2,228,937.6000000000001,156,500.0
2024-06-01,800301,1-1130,光元素宝石,15,5.75,,100.0
2024-06-01,800301,1-2583,原火自选包,200,668.61,177,200.0
2024-06-01,800301,1-12022,水龙,14,780.94,12,10000.0
2024-06-01,800301,1-12031,地岩龙,2,1006.8,2,80000.0
2024-06-01,800301,1-1538,练习用箭矢,1587,1757.2600000000002,1519,70.0
2024-06-01,800301,1-1128,火元素宝石,2929,2957.0000000000005,2965,100.0
2024-06-01,800301,1-2534,招募道具自选包2,288,1149.2700000000002,210,500.0
2024-06-01,800301,1-1503,调和音律,207130,1830.6399999999999,206410,1.0
2024-06-01,800301,1-1558,圣石,120,208.21000000000004,118,300.0
2024-06-01,800301,1-1515,天命圣水,10142700,23307.580000000005,8963950,0.3
2024-06-01,800301,1-1576,不灭魂器,3,177.4,3,1500.0
2024-06-01,800301,1-2587,调和圣殿养成自选包A,400,579.67,220,500.0
2024-06-01,800301,1-12011,双足飞龙-地,4,26.28,4,2000.0
2024-06-01,800301,1-9162,王者争夺战礼包I,19,69.5,19,300.0
2024-06-01,800301,1-2526,红色装备自选包（光暗）,1,774.64,,25000.0
2024-06-01,800301,1-2502,猎人养成自选包,180,408.31,129,200.0
2024-06-01,800301,1-12012,双足飞龙-水,2,56.46,2,2000.0
2024-06-01,800301,1-2545,相遇养成自选包,33,141.36,,450.0
2024-06-01,800301,1-2303,自选装备（橙）,2,17.48,,1200.0
2024-06-01,800301,1-1119,概率UP招募券,4615,12123.409999999998,2769,300.0
